0.00142045 136.867 136.857 0.0102881
0.00309917 6.89479 6.87749 0.0173026
0.00481262 0.220126 0.202956 0.0171698
0.00655012 0.104163 0.0870832 0.0170798
0.00831876 0.11991 0.1029 0.0170095
0.0101067 0.178698 0.161739 0.0169593
0.0119211 0.101447 0.0845284 0.0169182
0.013756 0.168121 0.151228 0.0168925
0.015619 0.143307 0.126439 0.0168674
0.0175038 0.144393 0.127551 0.0168419
0.0194109 0.151306 0.13449 0.0168166
0.0213332 0.164801 0.148007 0.0167934
0.0232711 0.161023 0.144249 0.0167735
0.025233 0.167636 0.150877 0.0167592
0.027203 0.185018 0.168268 0.0167502
0.0291895 0.173265 0.156521 0.016744
0.0311845 0.189295 0.172553 0.0167419
0.033188 0.188841 0.172098 0.016743
0.0352001 0.193119 0.176374 0.0167459
0.0372209 0.20239 0.185638 0.0167519
0.0392418 0.207066 0.190306 0.0167597
0.0412627 0.209624 0.192856 0.0167688
0.0432925 0.213924 0.197145 0.0167791
0.0453133 0.239993 0.223202 0.0167914
0.0473163 0.226214 0.209412 0.0168019
0.0493105 0.229766 0.212953 0.0168133
0.0512873 0.25453 0.237703 0.0168263
0.0532467 0.237564 0.220728 0.0168368
0.0551976 0.250788 0.23394 0.0168484
0.0571315 0.257927 0.241068 0.0168591
0.059057 0.247972 0.231104 0.0168686
0.0609659 0.274624 0.257745 0.0168797
0.0628665 0.255394 0.238505 0.0168888
0.0647588 0.281782 0.264882 0.0169
0.066643 0.276748 0.259838 0.0169099
0.068519 0.272378 0.25546 0.0169186
0.0703869 0.281501 0.264573 0.0169274
0.0722547 0.2831 0.266164 0.0169357
0.0741145 0.305251 0.288306 0.0169449
0.0759743 0.278484 0.261533 0.0169512
0.077834 0.291964 0.275007 0.0169571
0.0796938 0.302566 0.285601 0.0169647
0.0815535 0.294844 0.277873 0.0169709
0.0834133 0.305875 0.288897 0.0169777
0.0852648 0.303763 0.28678 0.0169834
0.0871163 0.299534 0.282545 0.0169887
0.0889678 0.318131 0.301136 0.0169953
0.0908193 0.302132 0.285132 0.0169998
0.0926708 0.313073 0.296068 0.0170053
0.0945223 0.31451 0.297499 0.0170106
0.0963738 0.312383 0.295368 0.0170153
0.0982253 0.313066 0.296046 0.01702
0.100077 0.318609 0.301584 0.0170247
0.101928 0.314196 0.297168 0.0170287
0.103771 0.320896 0.303863 0.0170326
0.105614 0.307367 0.290331 0.0170354
0.107457 0.321078 0.304039 0.0170391
0.1093 0.313921 0.296879 0.0170418
0.111143 0.313358 0.296313 0.0170444
0.112986 0.315809 0.298762 0.0170472
0.114829 0.315261 0.298211 0.0170498
0.116672 0.314087 0.297035 0.0170523
0.118515 0.312848 0.295794 0.0170545
0.120358 0.314523 0.297466 0.0170569
0.1222 0.313391 0.296332 0.017059
0.124043 0.30989 0.292829 0.0170609
0.125886 0.310334 0.293272 0.0170627
0.127729 0.310253 0.293189 0.0170645
0.129572 0.308106 0.29104 0.0170663
0.131415 0.306469 0.289401 0.0170679
0.133258 0.305679 0.288609 0.0170694
0.135101 0.304611 0.28754 0.0170708
0.136944 0.301796 0.284724 0.0170721
0.138787 0.301607 0.284533 0.0170734
0.14063 0.299742 0.282667 0.0170746
0.142473 0.298588 0.281512 0.0170759
0.144316 0.298483 0.281406 0.0170773
0.146158 0.294561 0.277483 0.0170784
0.148001 0.300204 0.283124 0.0170801
0.149844 0.29281 0.275729 0.0170811
0.151687 0.285191 0.26811 0.0170815
0.15353 0.293079 0.275996 0.0170828
0.155373 0.291196 0.274112 0.0170839
0.157216 0.283827 0.266743 0.0170843
0.159059 0.286695 0.26961 0.0170853
0.160902 0.290576 0.27349 0.0170865
0.162745 0.278667 0.26158 0.0170867
0.164588 0.280046 0.262959 0.017087
0.166431 0.279865 0.262778 0.0170874
0.168274 0.276852 0.259764 0.0170875
0.170116 0.281337 0.264248 0.0170883
0.171959 0.271957 0.254869 0.017088
0.173802 0.280705 0.263616 0.0170888
0.175645 0.267493 0.250405 0.0170882
0.177488 0.275739 0.258651 0.0170888
0.179331 0.270876 0.253788 0.0170885
0.181174 0.266706 0.249618 0.017088
0.183017 0.271953 0.254865 0.0170882
0.18486 0.261834 0.244747 0.0170873
0.186703 0.272429 0.255342 0.0170876
0.188546 0.263106 0.246019 0.0170868
0.190389 0.261445 0.244359 0.0170861
0.192232 0.26563 0.248545 0.0170858
